# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/s2_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam
RN7SL152P	chr4	140577925	140578222	+	298	0	0	0	0	0	0	0	0	0
ENSG00000248621	chr4	140600401	140600575	-	175	0	0	0	0	0	0	0	0	0
TBC1D9	chr4	140620782	140756385	-	135604	119	97	69	54	104	114	72	88	81
TNRC18P1	chr4	140641840	140645489	-	3650	0	0	0	0	0	0	0	0	0
RNY1P14	chr4	140700835	140700942	-	108	0	0	0	0	0	0	0	0	0
ENSG00000248335	chr4	140712168	140716081	+	3914	0	0	0	0	0	0	0	0	0
ENSG00000273472	chr4	140756410	140757927	+	1518	3	2	3	0	0	0	0	0	1
RNF150	chr4	140859807	141212877	-	353071	424	379	391	380	423	386	479	424	365
ZNF330	chr4	141220887	141234697	+	13811	1179	1146	1335	1185	1382	1196	1403	1202	1302
ENSG00000248747	chr4	141240739	141278789	-	38051	0	0	0	0	0	0	0	0	0
LINC02432	chr4	141302910	141357096	-	54187	1	1	1	1	4	8	3	2	0
ENSG00000250189	chr4	141405172	141407586	+	2415	0	0	0	0	0	0	0	0	0
ENSG00000272632	chr4	141430831	141431284	+	454	0	0	0	0	0	0	0	0	4
LINC02276	chr4	141569931	141576077	-	6147	0	0	0	0	0	0	0	0	0
IL15	chr4	141636583	141733987	+	97405	9	4	12	8	11	7	2	3	3
INPP4B	chr4	142023160	142847432	-	824273	45	43	36	17	14	34	22	34	21
RPL5P13	chr4	142286917	142287625	-	709	0	0	0	0	0	0	0	0	0
LSM3P4	chr4	142317238	142317546	+	309	0	0	0	0	0	0	0	0	0
ENSG00000251248	chr4	142514446	142518983	+	4538	0	0	0	0	0	0	0	0	0
ENSG00000249806	chr4	142566019	142660950	+	94932	0	0	0	0	0	0	0	0	0
USP38-DT	chr4	142933195	143184861	-	251667	15	18	39	28	25	33	23	24	25
ENSG00000251300	chr4	143045086	143045878	+	793	0	0	0	0	0	0	0	0	0
USP38	chr4	143184917	143223874	+	38958	832	760	733	792	822	796	669	733	749
ENSG00000250969	chr4	143286293	143329858	+	43566	0	0	0	0	0	0	0	0	0
GAB1	chr4	143336876	143474565	+	137690	770	699	826	715	674	761	801	731	744
MIR3139	chr4	143343460	143343535	+	76	0	0	0	0	0	0	0	0	0
ENSG00000228981	chr4	143349275	143350117	-	843	9	12	9	5	8	10	4	11	5
ENSG00000286771	chr4	143351515	143355794	-	4280	0	0	0	0	0	0	0	0	0
RPSAP36	chr4	143424753	143426013	+	1261	0	0	0	0	0	0	0	0	0
ENSG00000250540	chr4	143497412	143498126	-	715	0	0	0	0	0	0	0	0	0
SMARCA5-AS1	chr4	143513472	143514635	-	1164	17	11	1	12	17	2	8	6	14
SMARCA5	chr4	143513702	143557486	+	43785	14141	13154	13923	13807	13730	13504	15208	13772	14206
ENSG00000248924	chr4	143555082	143555583	-	502	0	0	0	0	0	0	0	0	0
ENSG00000251600	chr4	143559457	144343750	+	784294	21	30	41	19	18	25	56	27	17
GUSBP5	chr4	143559472	143561460	+	1989	0	0	0	0	0	0	0	0	0
FREM3	chr4	143577302	143700675	-	123374	6	0	2	0	0	2	0	1	0
ENSG00000250345	chr4	143760399	143762093	-	1695	0	0	0	0	0	0	0	0	0
GYPE	chr4	143870864	143905563	-	34700	0	6	1	0	1	2	3	1	2
ENSG00000249741	chr4	143911514	143912053	-	540	5	2	9	7	7	3	6	3	4
GYPB	chr4	143996104	144019380	-	23277	0	0	0	0	0	0	0	0	0
ENSG00000286055	chr4	144010237	144012598	+	2362	0	0	0	0	0	0	0	0	0
GYPA	chr4	144109303	144140751	-	31449	0	0	0	0	0	0	0	0	0
ENSG00000285783	chr4	144111039	144870953	-	759915	0	0	1	0	0	0	0	2	0
ENSG00000285713	chr4	144210701	145098174	-	887474	2	1	1	0	0	0	0	1	0
ENSG00000261129	chr4	144505900	144509001	+	3102	0	0	0	0	0	0	0	0	0
KRT18P51	chr4	144572238	144572983	+	746	0	0	0	0	0	0	0	0	0
HHIP-AS1	chr4	144642919	144661357	-	18439	0	0	0	0	0	0	0	0	0
HHIP	chr4	144646156	144745271	+	99116	25	21	11	15	21	26	14	11	19
ENSG00000289314	chr4	144687750	144689048	+	1299	0	0	0	0	0	0	0	0	0
ENSG00000273621	chr4	144739762	144739941	-	180	0	0	0	0	0	0	0	0	0
ANAPC10	chr4	144831908	145098541	-	266634	22	25	28	36	36	21	40	42	30
HSPD1P5	chr4	144845625	144847344	+	1720	1	0	1	3	0	5	0	0	2
ENSG00000250406	chr4	144851572	144874787	+	23216	0	0	0	0	0	0	0	0	0
ENSG00000251452	chr4	144920713	144921164	-	452	0	0	0	0	0	0	0	0	0
RN7SKP235	chr4	145035132	145035436	+	305	0	0	0	0	0	0	0	0	0
ABCE1	chr4	145098288	145129524	+	31237	8352	7856	8458	8243	8851	8418	8890	8487	8224
OTUD4	chr4	145110838	145180589	-	69752	3000	2998	2837	2881	3149	3230	3123	3133	2986
RPS23P4	chr4	145269810	145270558	-	749	0	0	0	0	0	0	0	0	0
LINC02266	chr4	145335263	145343559	-	8297	5	2	4	3	3	2	6	1	2
RTN3P1	chr4	145375543	145376253	+	711	3	6	6	0	3	10	2	2	2
ENSG00000278943	chr4	145376909	145377957	+	1049	2	1	1	0	0	3	3	0	0
ENSG00000286420	chr4	145444899	145469638	-	24740	0	0	0	0	1	0	0	0	0
NMNAT1P4	chr4	145456005	145456844	+	840	0	0	0	0	0	0	0	0	0
SMAD1	chr4	145481194	145559176	+	77983	1122	967	1070	1055	1051	1000	1132	1026	1064
SMAD1-AS2	chr4	145497073	145502971	-	5899	0	0	0	0	0	0	0	0	0
SMAD1-AS1	chr4	145514615	145517118	-	2504	0	1	0	0	0	1	0	2	0
MMAA	chr4	145599042	145660033	+	60992	171	158	153	165	168	164	173	157	163
NCOA4P3	chr4	145624159	145626035	-	1877	0	0	0	0	0	0	0	0	0
ENSG00000248356	chr4	145642336	145650624	-	8289	0	0	0	0	0	0	3	1	0
C4orf51	chr4	145680146	145771032	+	90887	8	13	16	14	4	18	19	9	17
ZNF827	chr4	145757627	145938823	-	181197	778	755	829	771	795	726	839	783	780
ENSG00000279481	chr4	145830456	145832980	-	2525	0	0	0	0	0	0	0	0	0
ENSG00000251687	chr4	145833118	145839580	+	6463	30	24	28	38	28	40	21	23	25
ENSG00000260303	chr4	146052604	146056762	-	4159	0	0	0	0	0	0	0	0	0
LINC01095	chr4	146077717	146121913	-	44197	0	0	0	0	0	0	0	0	0
LSM6	chr4	146175703	146200000	+	24298	1624	1571	1575	1510	1624	1538	1770	1464	1500
ENSG00000279845	chr4	146180851	146181316	+	466	0	0	0	0	0	0	0	0	0
REELD1	chr4	146214515	146232267	+	17753	1	2	1	1	0	2	0	1	0
ENSG00000251010	chr4	146241806	146243669	+	1864	0	0	0	0	0	0	0	0	0
SLC10A7	chr4	146253975	146522372	-	268398	128	130	146	150	164	132	117	162	134
MIR7849	chr4	146408583	146408688	+	106	0	0	0	0	0	0	0	0	0
ENSG00000288998	chr4	146522425	146523392	+	968	1	0	0	1	3	2	0	2	0
RNU1-44P	chr4	146580048	146580210	+	163	0	0	0	0	0	0	0	0	0
POU4F2	chr4	146638893	146642474	+	3582	1	0	0	0	0	2	0	5	1
TTC29	chr4	146706617	146945882	-	239266	1	8	5	2	5	6	6	10	5
ENSG00000248764	chr4	146934001	146945471	+	11471	0	0	0	0	0	0	0	0	0
ENSG00000248346	chr4	146957438	146975457	+	18020	0	0	0	0	0	0	0	0	0
ENSG00000260090	chr4	147005492	147009145	+	3654	0	0	0	0	0	0	0	0	0
ENSG00000279376	chr4	147025914	147030072	+	4159	0	0	0	0	0	0	0	0	0
ENSG00000286371	chr4	147060613	147159068	+	98456	0	0	0	0	0	0	0	0	0
MIR548G	chr4	147344629	147344717	-	89	0	0	0	0	0	0	0	0	0
ENSG00000241281	chr4	147425974	147426351	-	378	0	0	0	0	0	0	0	0	0
PRMT5P1	chr4	147458724	147459321	-	598	0	0	0	0	0	0	0	0	0
EDNRA	chr4	147480917	147544954	+	64038	159	163	143	181	145	169	171	188	181
ENSG00000280219	chr4	147487971	147496062	+	8092	0	0	0	0	0	0	0	0	0
GTF2F2P1	chr4	147506091	147506765	+	675	0	0	0	0	0	0	0	0	0
LINC02507	chr4	147567606	147594589	+	26984	0	0	0	0	0	0	0	0	0
TMEM184C-DT	chr4	147609552	147617245	-	7694	1	0	0	0	1	1	1	5	0
TMEM184C	chr4	147617386	147672044	+	54659	1936	1684	1806	1679	1950	1855	1683	1690	1643
PRMT9	chr4	147637785	147684163	-	46379	489	478	471	477	510	472	502	504	455
ARHGAP10	chr4	147732063	148072776	+	340714	156	183	208	178	172	180	186	199	226
RNA5SP165	chr4	147745303	147745417	-	115	0	0	0	0	0	0	0	0	0
MIR4799	chr4	147782595	147782668	+	74	0	0	0	0	0	0	0	0	0
RN7SL254P	chr4	147808926	147809209	+	284	0	0	0	0	0	0	0	0	0
ENSG00000270387	chr4	147916529	147917386	-	858	0	0	0	0	0	0	0	0	0
NR3C2	chr4	148078762	148444698	-	365937	18	34	37	51	33	57	28	25	35
ENSG00000250354	chr4	148146471	148208880	+	62410	0	0	0	0	0	0	0	0	0
ENSG00000287292	chr4	148445703	149024624	+	578922	1	0	0	1	1	0	0	0	0
ASS1P8	chr4	148526493	148527139	-	647	0	0	0	0	0	0	0	0	0
RNA5SP166	chr4	148557947	148558048	+	102	0	0	0	0	0	0	0	0	0
ENSG00000250357	chr4	148693032	148694323	+	1292	0	0	0	0	0	0	0	0	0
ATP5MGP4	chr4	148703526	148703832	-	307	0	0	0	0	0	0	0	0	0
ENSG00000279016	chr4	148819351	148819956	-	606	0	0	0	0	0	0	0	0	0
ENSG00000249317	chr4	148940941	148942415	-	1475	0	0	0	0	0	0	0	0	0
RNU7-197P	chr4	148991572	148991633	-	62	0	0	0	0	0	0	0	0	0
ENSG00000249752	chr4	149027445	149062522	-	35078	0	0	0	0	0	0	0	0	0
LINC02430	chr4	149147793	149154175	-	6383	0	0	0	0	0	0	0	0	0
LINC02355	chr4	149154279	149278123	+	123845	0	0	0	0	0	0	0	0	0
IQCM	chr4	149351709	149896233	-	544525	0	0	1	0	2	0	0	3	0
ENSG00000287565	chr4	149377257	149380107	+	2851	0	0	0	0	0	0	0	0	0
ENSG00000250905	chr4	149666057	149711149	+	45093	0	0	0	0	0	0	0	0	0
AKIRIN2P1	chr4	149789952	149790303	+	352	0	0	0	0	0	0	0	0	0
RNA5SP167	chr4	149907560	149907675	+	116	0	0	0	0	0	0	0	0	0
RNU6-1230P	chr4	149934376	149934483	+	108	0	0	0	0	0	0	0	0	0
ENSG00000250704	chr4	149956208	149958572	+	2365	0	0	0	0	0	0	0	0	0
ENSG00000286711	chr4	150047004	150051290	-	4287	0	0	0	0	0	0	0	0	0
DCLK2	chr4	150078445	150257438	+	178994	19	15	7	5	12	32	5	22	6
RNU7-194P	chr4	150209706	150209768	+	63	0	0	0	0	0	0	0	0	0
LRBA	chr4	150264435	151015727	-	751293	4480	4448	4836	4753	4883	4486	5376	4671	4867
ENSG00000248521	chr4	150422645	150423642	-	998	0	0	0	0	0	0	0	0	0
ENSG00000249690	chr4	150579089	150581545	+	2457	0	0	0	0	0	0	0	0	0
MAB21L2	chr4	150582151	150584693	+	2543	0	1	2	0	2	0	1	0	0
ZBTB8OSP1	chr4	150720981	150721478	+	498	0	0	0	0	0	0	0	0	0
RNA5SP168	chr4	150970671	150970782	-	112	0	0	0	0	0	0	0	0	0
AK4P6	chr4	151027090	151027617	+	528	0	0	0	0	0	0	0	0	0
RPS3A	chr4	151099624	151104642	+	5019	48359	43781	47582	46955	46849	48180	48805	45044	46319
SNORD73B	chr4	151102057	151102128	+	72	0	0	0	0	0	0	0	0	0
SH3D19	chr4	151102751	151325605	-	222855	3049	3069	3364	3180	3241	3103	3408	3071	3203
SNORD73A	chr4	151103827	151103891	+	65	0	0	0	0	0	0	0	0	0
ENSG00000270681	chr4	151139991	151141103	+	1113	1	10	7	9	14	7	12	6	7
ENSG00000249012	chr4	151259503	151262849	+	3347	0	0	0	0	0	0	0	0	0
PRSS48	chr4	151277161	151291862	+	14702	1	0	0	0	1	0	0	0	0
ENSG00000250350	chr4	151279030	151279192	-	163	0	0	0	0	0	0	0	0	0
RNU6-1282P	chr4	151300518	151300613	+	96	0	0	0	0	0	0	0	0	0
ENSG00000270265	chr4	151333775	151353224	-	19450	12	17	25	19	12	17	16	14	15
FHIP1A-DT	chr4	151407551	151408835	-	1285	12	11	10	11	7	10	16	16	15
FHIP1A	chr4	151409176	151670503	+	261328	1219	1238	1308	1389	1401	1449	1482	1310	1340
RN7SKP35	chr4	151576766	151576916	+	151	0	0	0	0	0	0	0	0	0
GATB	chr4	151670504	151761007	-	90504	869	775	883	755	752	848	900	768	794
ENSG00000251455	chr4	151674483	151677893	+	3411	1	1	2	0	9	2	1	3	2
ENSG00000249184	chr4	151798917	151833097	+	34181	0	0	2	0	0	1	0	0	0
ENSG00000286761	chr4	151883711	151886239	-	2529	0	0	0	0	0	0	0	0	0
ENSG00000249708	chr4	151887543	151891263	-	3721	0	0	0	0	0	0	0	0	0
ENSG00000249818	chr4	151904932	151928710	-	23779	0	0	0	0	0	0	0	0	0
ENSG00000248991	chr4	151912853	151943933	+	31081	0	0	0	0	0	0	0	0	4
ENSG00000286066	chr4	151949338	151991925	-	42588	0	0	0	0	0	0	0	0	0
ENSG00000251249	chr4	151955991	151969381	+	13391	2	0	1	0	1	0	0	0	1
RNA5SP169	chr4	151971497	151971613	-	117	0	0	0	0	0	0	0	0	0
ENSG00000286720	chr4	151988526	152045275	+	56750	0	0	0	0	0	0	0	0	0
LINC02273	chr4	152090459	152110157	+	19699	0	0	0	0	0	0	0	1	0
ENSG00000287504	chr4	152113857	152116497	-	2641	0	0	0	0	0	0	0	0	0
ENSG00000250706	chr4	152146385	152178573	-	32189	0	0	0	0	1	0	0	0	0
ENSG00000251377	chr4	152206987	152225870	-	18884	0	0	1	0	0	0	0	0	0
RN7SL446P	chr4	152264150	152264445	-	296	0	0	0	0	0	0	0	0	0
ENSG00000270302	chr4	152308283	152309983	-	1701	0	0	0	0	0	0	0	0	0
ENSG00000270883	chr4	152317902	152318364	-	463	0	0	0	0	0	0	0	0	0
FBXW7	chr4	152320544	152536092	-	215549	672	676	680	659	716	703	768	728	654
FBXW7-AS1	chr4	152337655	152338098	+	444	0	0	0	0	0	0	0	0	0
ENSG00000287555	chr4	152448275	152513788	+	65514	0	0	0	0	0	0	0	0	0
MIR3140	chr4	152489327	152489416	-	90	0	0	0	0	0	0	0	0	0
MIR4453HG	chr4	152536264	152539263	+	3000	100	99	97	63	121	84	79	100	84
MIR4453	chr4	152536428	152536516	+	89	0	0	0	0	0	0	0	0	0
RPS3AP18	chr4	152551277	152552364	-	1088	0	0	0	0	0	0	0	0	0
ENSG00000240669	chr4	152613875	152614333	-	459	0	0	0	0	0	0	0	0	0
TMEM154	chr4	152618628	152680012	-	61385	67	57	56	63	34	56	72	75	53
ENSG00000248571	chr4	152666368	152670107	+	3740	0	0	0	0	0	0	0	0	0
TIGD4	chr4	152769354	152779730	-	10377	55	45	79	57	62	62	62	36	60
ARFIP1	chr4	152779937	152918463	+	138527	1945	1843	1909	1763	1963	1894	1995	1996	1895
NSA2P6	chr4	152796063	152796831	-	769	0	0	0	0	0	0	0	0	1
FAM192BP	chr4	152927446	152928207	+	762	1	3	4	2	0	2	0	3	2
ENSG00000287642	chr4	152934340	152936898	-	2559	31	29	31	21	57	41	35	32	30
FHDC1	chr4	152936323	152979671	+	43349	2058	1909	1959	1869	1853	2011	1842	2013	1849
ENSG00000249022	chr4	153034211	153091563	+	57353	2	6	1	2	1	7	4	4	4
TRIM2	chr4	153152163	153339319	+	187157	0	0	0	0	0	0	0	2	0
ENSG00000288637	chr4	153152435	153415081	+	262647	3	2	2	0	0	5	0	2	2
RNU6-1196P	chr4	153265662	153265755	-	94	0	0	0	0	0	0	0	0	0
ANXA2P1	chr4	153307792	153308717	-	926	1	0	0	1	0	0	0	0	0
MND1	chr4	153344649	153415118	+	70470	1	1	4	1	3	4	2	3	4
RN7SL419P	chr4	153381729	153382015	-	287	0	0	0	0	0	0	0	0	0
TMEM131L	chr4	153466346	153636711	+	170366	1854	1828	1668	1667	1684	1734	1880	1672	1712
ENSG00000287216	chr4	153633692	153655689	-	21998	1	0	1	0	4	0	0	1	1
ENSG00000290441	chr4	153640168	153681180	+	41013	0	0	1	0	1	1	0	3	0
WDR45P1	chr4	153658572	153659653	+	1082	0	0	0	0	0	0	0	0	0
ENSG00000250771	chr4	153678259	153680550	+	2292	0	0	0	0	0	0	0	0	0
TLR2	chr4	153684070	153706260	+	22191	35	19	42	34	39	28	41	40	34
RNF175	chr4	153710160	153760024	-	49865	428	402	495	370	397	332	451	446	454
ENSG00000249309	chr4	153720327	153727722	+	7396	1	0	2	0	0	0	1	0	2
SFRP2	chr4	153780591	153789083	-	8493	20303	18800	20007	19197	19307	18174	19692	19448	19142
ENSG00000280241	chr4	153948718	154300500	+	351783	15	24	24	14	7	19	12	32	5
DCHS2	chr4	154231742	154491799	-	260058	33	19	17	22	21	17	24	20	20
ENSG00000278981	chr4	154235980	154237598	+	1619	0	0	0	0	0	0	0	0	0
ENSG00000280005	chr4	154261735	154262193	+	459	0	0	0	0	0	0	0	0	0
ENSG00000249200	chr4	154373886	154374347	+	462	0	0	0	0	0	0	0	0	0
ENSG00000250609	chr4	154523487	154524807	+	1321	0	0	0	0	0	0	0	0	0
PLRG1	chr4	154535005	154550400	-	15396	2774	2642	2668	2642	2819	2675	2774	2805	2665
RNU6-1285P	chr4	154543933	154544037	-	105	0	0	0	0	0	0	0	0	0
ENSG00000248611	chr4	154555208	154555985	+	778	0	0	0	0	0	0	0	0	0
FGB	chr4	154563011	154572807	+	9797	0	0	0	0	0	0	0	0	0
FGA	chr4	154583126	154590742	-	7617	0	0	0	0	0	0	0	0	0
FGG	chr4	154604134	154612967	-	8834	2	0	0	0	0	0	0	0	0
ENSG00000287770	chr4	154605952	154606077	-	126	0	0	0	0	0	0	0	0	0
LRAT	chr4	154626945	154753120	+	126176	1405	1024	926	909	1044	1133	969	1098	957
NDUFB2P1	chr4	154724586	154724880	+	295	0	0	0	0	0	0	0	0	0
ENSG00000249041	chr4	154754756	154781873	-	27118	2	0	0	1	0	0	1	0	0
ENSG00000249692	chr4	154770568	154770916	+	349	0	0	0	0	0	0	0	0	0
RBM46	chr4	154781213	154828813	+	47601	256	62	45	208	2	6	163	157	157
RNU2-66P	chr4	154787118	154787278	+	161	0	0	0	0	0	0	0	0	0
RNU2-44P	chr4	154790291	154790484	+	194	0	0	0	0	0	0	0	0	0
MAP9-AS1	chr4	155173716	155381694	+	207979	7	5	5	3	5	3	3	5	6
NPY2R-AS1	chr4	155206529	155209027	-	2499	1	2	3	0	2	4	0	4	2
NPY2R	chr4	155208636	155217078	+	8443	0	0	0	0	0	0	0	0	0
ENSG00000249924	chr4	155286162	155287136	-	975	0	0	0	0	0	0	0	0	0
MAP9	chr4	155342658	155376970	-	34313	458	449	525	476	498	446	410	481	480
YWHAEP4	chr4	155381042	155381239	-	198	0	0	0	0	0	0	0	0	0
ENSG00000250398	chr4	155383107	155384102	-	996	0	0	0	0	0	0	0	0	0
ENSG00000271606	chr4	155385352	155385492	+	141	0	0	0	0	0	0	0	0	0
ENSG00000287730	chr4	155442650	155448610	+	5961	0	0	0	0	0	0	0	0	0
MTCYBP17	chr4	155451617	155452405	-	789	0	0	0	0	0	0	0	0	0
MTND6P17	chr4	155452526	155453044	+	519	0	0	0	0	0	0	0	0	0
MTND5P9	chr4	155453049	155454803	-	1755	0	0	0	0	0	0	0	0	0
MTND4P8	chr4	155455050	155456411	-	1362	0	0	0	0	0	0	0	0	0
MTND3P3	chr4	155456638	155456981	-	344	0	0	0	0	0	0	0	0	0
MTCO3P9	chr4	155457180	155457960	-	781	0	0	0	0	0	0	0	0	0
MTATP6P9	chr4	155457961	155458640	-	680	0	0	0	0	0	0	0	0	0
MTCO2P9	chr4	155458870	155459563	-	694	0	0	0	0	0	0	0	0	0
MTCO1P9	chr4	155459704	155461237	-	1534	0	0	0	0	0	0	0	0	0
MTND2P33	chr4	155461633	155462663	-	1031	0	0	0	0	0	0	0	0	0
MTND1P22	chr4	155462873	155463823	-	951	0	0	0	0	0	0	0	0	0
ENSG00000251244	chr4	155496110	155520353	+	24244	0	0	0	0	0	0	0	0	0
GUCY1A1	chr4	155666726	155737059	+	70334	10	3	1	2	3	6	4	6	0
ENSG00000260244	chr4	155734448	155737062	+	2615	0	0	0	0	0	0	0	0	0
GUCY1B1	chr4	155758992	155807811	+	48820	107	125	135	123	77	173	100	130	107
ASIC5	chr4	155829729	155866277	-	36549	0	0	0	0	0	1	0	0	0
TDO2	chr4	155854738	155920406	+	65669	0	1	6	0	0	0	0	0	0
CTSO	chr4	155921580	155953912	-	32333	73	58	76	48	45	58	49	70	48
ENSG00000289320	chr4	155980938	156010378	+	29441	0	0	0	0	0	0	0	0	0
FTH1P21	chr4	156006478	156006988	+	511	0	0	0	0	0	0	0	0	0
ENSG00000251511	chr4	156585979	156590039	+	4061	0	0	0	0	0	0	0	0	0
LINC02272	chr4	156634494	156642454	-	7961	0	0	0	0	0	0	0	0	0
ENSG00000249479	chr4	156642580	156643569	+	990	0	0	0	0	0	0	0	0	0
ENSG00000248912	chr4	156686664	156692636	+	5973	0	0	0	0	0	0	0	0	0
PDGFC	chr4	156760454	156971799	-	211346	97	82	84	75	89	91	91	115	82
ENSG00000248629	chr4	156841359	156842236	+	878	0	0	0	0	0	0	0	0	0
ENSG00000280284	chr4	156876435	156876820	+	386	0	0	0	0	0	0	0	0	0
ENSG00000278880	chr4	156886645	156886862	+	218	0	0	0	0	0	0	0	0	0
ENSG00000250622	chr4	156972631	156972956	+	326	1	0	0	0	0	0	0	0	0
RPPH1-3P	chr4	156986372	156986693	-	322	0	0	0	0	0	0	0	0	0
GLRB	chr4	157076125	157172090	+	95966	11	17	26	6	7	15	18	16	16
RNU6-582P	chr4	157201562	157201668	-	107	0	0	0	0	0	0	0	0	0
GRIA2	chr4	157204182	157387146	+	182965	0	0	0	0	0	1	0	0	0
ENSG00000249819	chr4	157204462	157204855	-	394	0	0	0	0	0	0	0	0	0
ENSG00000286133	chr4	157568731	157824256	-	255526	0	0	1	0	2	0	0	0	0
LINC02433	chr4	157572490	157576154	+	3665	0	0	0	0	0	0	0	0	0
ENSG00000249275	chr4	157637687	157667044	+	29358	0	0	0	0	0	0	0	0	0
ENSG00000249627	chr4	157815010	157815480	+	471	0	0	0	0	0	0	0	0	0
ENSG00000279703	chr4	157818101	157818572	-	472	0	0	0	0	0	0	0	0	0
ENSG00000286862	chr4	157879902	157962924	+	83023	0	0	0	0	0	0	0	0	0
ENSG00000287226	chr4	157929071	158094763	-	165693	6	0	1	4	0	3	4	2	1
ENSG00000279994	chr4	157945817	157946642	-	826	0	0	0	0	0	0	0	0	0
RPL6P11	chr4	157968412	157969615	-	1204	0	0	0	0	0	0	0	0	0
ENSG00000279139	chr4	158109500	158110153	-	654	0	0	0	0	0	0	0	0	0
ENSG00000280140	chr4	158111361	158111931	-	571	0	0	0	0	0	0	0	0	0
GASK1B	chr4	158124474	158173318	-	48845	5	1	3	0	1	16	0	9	0
GASK1B-AS1	chr4	158170752	158202877	+	32126	2	0	0	0	0	0	0	0	0
ENSG00000287822	chr4	158178168	158182806	-	4639	0	0	0	0	0	0	0	0	0
NUDT19P5	chr4	158182825	158183393	+	569	0	0	0	0	0	0	0	0	0
ENSG00000250604	chr4	158199105	158228668	-	29564	0	0	0	0	0	0	0	0	0
TMEM144	chr4	158201604	158255416	+	53813	67	68	79	86	69	77	84	57	103
ENSG00000286558	chr4	158262995	158270211	+	7217	0	0	0	0	0	0	0	0	0
AIDAP2	chr4	158270378	158278676	+	8299	2	1	0	2	1	2	0	0	1
RXFP1	chr4	158315311	158653372	+	338062	4	5	7	6	17	15	16	10	15
RNU4-79P	chr4	158395394	158395534	+	141	0	0	0	0	0	0	0	0	0
ENSG00000248387	chr4	158469586	158470702	+	1117	0	0	0	0	0	0	0	0	0
ENSG00000249901	chr4	158490766	158509908	-	19143	0	0	0	0	0	0	0	0	0
C4orf46	chr4	158666675	158672255	-	5581	1858	1663	1729	1713	1772	1524	1866	1789	1801
ETFDH	chr4	158671968	158710742	+	38775	435	409	441	408	425	493	427	414	401
PPID	chr4	158709127	158723396	-	14270	2403	2312	2400	2423	2371	2194	2624	2356	2320
FNIP2	chr4	158769026	158908050	+	139025	622	509	581	450	591	522	536	543	527
RNU6-128P	chr4	158794590	158794696	-	107	0	0	0	0	0	0	0	0	0
ENSG00000289999	chr4	158841813	158841980	+	168	0	0	0	0	0	0	0	0	0
