# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/s2/new7122023_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam
H2BC18	chr1	149782689	149812373	-	29685	26	52	45	27	27	53	56	68	86
ENSG00000233030	chr1	149785659	149793020	-	7362	0	0	0	0	0	0	0	0	0
H3C13	chr1	149813225	149813693	-	469	0	5	2	1	1	2	7	5	4
H4C14	chr1	149832657	149839767	+	7111	2	3	5	1	9	2	23	2	10
H3C14	chr1	149840687	149841208	-	522	0	0	0	0	0	0	0	0	0
H2AC18	chr1	149842218	149842750	-	533	0	0	0	0	0	0	0	0	0
ENSG00000290791	chr1	149842875	149846486	+	3612	122	187	144	109	147	117	158	136	221
H2BC19P	chr1	149843041	149843533	+	493	0	0	0	0	0	0	0	0	0
ENSG00000290792	chr1	149844498	149850937	-	6440	148	158	128	96	154	151	195	143	236
H2BC20P	chr1	149850193	149850772	-	580	0	0	0	0	0	0	0	0	0
H2AC19	chr1	149851061	149851594	+	534	0	0	0	0	0	0	0	0	0
H3C15	chr1	149852608	149853125	+	518	0	0	0	0	0	0	0	0	0
H4C15	chr1	149854045	149861159	-	7115	0	2	0	4	0	1	6	2	10
ENSG00000264207	chr1	149861271	149862504	+	1234	0	0	0	0	0	0	0	0	0
H2BC21	chr1	149884459	149886682	-	2224	130	167	232	94	119	132	245	189	220
H2AC20	chr1	149886918	149887411	+	494	18	16	23	29	29	17	24	27	35
H2AC21	chr1	149887469	149887965	-	497	3	6	3	1	5	8	6	8	4
BOLA1	chr1	149887890	149900798	+	12909	100	117	107	78	59	94	67	45	74
SV2A	chr1	149903318	149917844	-	14527	2030	2347	2064	1811	1937	2069	2403	2157	3492
SF3B4	chr1	149923317	149927803	-	4487	2146	2282	2505	1979	2338	2414	3115	3233	3355
MTMR11	chr1	149928651	149936879	-	8229	32	51	115	67	55	48	32	54	54
OTUD7B	chr1	149937812	150010726	-	72915	857	855	828	852	888	891	1146	1206	1260
ENSG00000285184	chr1	150045660	150067722	-	22063	54	30	32	37	36	49	21	34	47
RPL6P31	chr1	150053864	150055034	+	1171	0	0	0	0	0	0	0	0	0
VPS45	chr1	150067279	150145329	+	78051	935	1066	984	887	1021	1041	1121	1001	1489
PLEKHO1	chr1	150149183	150164720	+	15538	851	1027	1111	940	1093	974	889	888	1189
LINC02988	chr1	150173049	150181429	+	8381	1	0	5	2	2	0	0	1	0
RN7SL480P	chr1	150211632	150211925	+	294	0	0	0	0	0	0	0	0	0
ANP32E	chr1	150218417	150236156	-	17740	9099	10196	11539	7775	9192	9834	11330	11025	12557
RNU2-17P	chr1	150236967	150237156	+	190	2	0	4	0	0	1	0	0	2
ENSG00000276110	chr1	150255095	150257286	-	2192	8	3	12	2	6	2	3	3	2
CA14	chr1	150257251	150265078	+	7828	1645	1599	1623	1513	1439	1664	1670	1813	1824
APH1A	chr1	150265399	150269580	-	4182	2555	2591	3278	2558	2613	2895	2862	3065	3859
C1orf54	chr1	150268200	150280916	+	12717	233	208	212	178	245	215	189	237	199
ENSG00000289041	chr1	150281114	150282171	-	1058	19	18	17	3	10	18	6	8	4
CIART	chr1	150282543	150287093	+	4551	261	223	200	175	135	171	182	195	184
MRPS21	chr1	150293861	150308979	+	15119	2064	2179	2121	2112	2304	2270	2343	2312	2851
PRPF3	chr1	150321479	150353233	+	31755	1627	1809	1590	1565	1853	1703	2142	2271	2387
RPRD2	chr1	150363091	150476566	+	113476	2000	2025	2334	2015	1873	2018	2895	3247	2601
TARS2	chr1	150487414	150507602	+	20189	1319	1210	1696	1421	1220	1393	1295	1463	1492
MIR6878	chr1	150492345	150492410	+	66	0	0	0	0	0	0	0	0	0
ECM1	chr1	150508062	150513789	+	5728	9	7	4	15	17	11	8	8	7
FALEC	chr1	150515757	150518032	+	2276	5	0	4	7	2	5	0	0	2
ADAMTSL4-AS2	chr1	150548562	150557724	-	9163	3	3	2	4	1	3	1	5	3
ADAMTSL4	chr1	150549369	150560937	+	11569	76	65	123	96	94	84	35	102	56
MIR4257	chr1	150551929	150552014	+	86	0	0	0	0	0	0	0	0	0
ADAMTSL4-AS1	chr1	150560202	150562115	-	1914	2	2	0	2	1	1	0	0	0
MCL1	chr1	150560895	150579738	-	18844	12839	13115	16278	11143	10950	13270	14332	15706	14975
ENSG00000289457	chr1	150561466	150562287	+	822	0	0	0	0	0	0	0	0	0
RN7SL473P	chr1	150566562	150566860	-	299	0	0	0	0	0	0	0	0	0
RN7SL600P	chr1	150568971	150569269	-	299	0	0	0	0	0	0	0	0	0
ENSG00000290074	chr1	150579917	150580945	+	1029	0	0	0	0	0	0	0	0	3
ENSG00000253047	chr1	150600539	150600659	-	121	1	0	1	1	4	2	1	1	4
ENSA	chr1	150600851	150629612	-	28762	6177	6579	7845	5321	6288	6494	6560	6079	8241
U4	chr1;chr1;chr2;chr5;chr6;chr8;chr11	150608507;155894281;231711525;179492076;106271634;123454981;130114251	150608623;155894386;231711647;179492157;106271720;123455107;130114335	-;+;+;-;+;-;-	727	0	0	0	0	0	0	0	0	0
ENSG00000288880	chr1	150629814	150635733	+	5920	144	153	191	108	144	116	56	81	108
GOLPH3L	chr1	150646230	150697154	-	50925	2190	2272	2768	2017	1777	2298	1742	1650	2610
HORMAD1	chr1	150698060	150720895	-	22836	2	0	1	1	0	3	0	0	1
RNU6-1042P	chr1	150701866	150701972	+	107	0	0	0	0	0	0	0	0	0
CTSS	chr1	150730079	150765957	-	35879	0	4	1	0	1	2	1	0	0
ENSG00000236713	chr1	150780272	150780644	+	373	0	0	0	0	0	0	0	0	0
CTSK	chr1	150794880	150809577	-	14698	324	273	192	212	264	399	238	276	191
UBE2D3P3	chr1	150800473	150801031	+	559	0	0	0	0	0	0	0	0	0
ARNT	chr1	150809713	150876708	-	66996	1727	1743	2218	1547	1423	1747	1055	966	2043
RNU6-1309P	chr1	150812591	150812698	-	108	0	0	0	0	0	0	0	0	0
RPS27AP6	chr1	150881236	150881683	-	448	0	0	0	0	0	1	0	0	0
CTXND2	chr1	150887136	150913292	+	26157	0	0	0	0	0	0	0	0	0
CYCSP51	chr1	150903896	150904213	+	318	0	0	0	0	0	0	0	0	0
SETDB1	chr1	150926263	150964744	+	38482	1829	1873	2140	1576	1654	1827	2174	2352	2024
CERS2	chr1	150960583	150975003	-	14421	5107	5077	6065	4576	4400	5335	4945	5411	6406
ENSG00000259357	chr1	150965245	150966256	+	1012	58	72	60	73	61	72	59	63	63
ENSG00000231073	chr1	150973123	150975534	+	2412	17	30	16	19	15	26	20	23	17
ANXA9	chr1	150982249	150995634	+	13386	42	48	40	24	23	46	26	61	27
MINDY1	chr1	150996549	151008376	-	11828	189	229	227	162	223	180	141	128	260
PRUNE1	chr1	151008420	151035713	+	27294	1597	1546	1826	1496	1273	1664	1380	1283	1883
RNU6-884P	chr1	151022746	151022852	-	107	0	0	0	0	0	0	0	0	0
BNIPL	chr1	151036321	151047720	+	11400	90	71	73	51	36	42	72	55	70
C1orf56	chr1	151047751	151051986	+	4236	123	97	100	80	100	115	103	94	132
CDC42SE1	chr1	151050971	151070325	-	19355	2348	2523	3385	2285	2300	2394	2732	3119	3310
MLLT11	chr1	151060397	151069544	+	9148	1971	2254	2709	1472	1771	1889	1840	1342	2810
GABPB2	chr1	151070578	151125542	+	54965	75	82	86	77	102	64	116	141	87
RPS29P29	chr1	151111912	151112728	-	817	0	0	0	0	0	0	0	0	0
ENSG00000261168	chr1	151130075	151131610	-	1536	3	5	5	0	2	1	0	1	5
SEMA6C	chr1	151131685	151146631	-	14947	407	415	452	396	472	440	204	265	369
ENSG00000289288	chr1	151146793	151148054	+	1262	0	0	0	1	0	0	0	1	0
TNFAIP8L2	chr1	151156649	151159749	+	3101	0	0	0	0	0	0	0	0	0
SCNM1	chr1	151156664	151170296	+	13633	535	593	584	594	655	645	714	758	809
LYSMD1	chr1	151159748	151165948	-	6201	174	155	256	135	143	136	138	170	178
TMOD4	chr1	151169986	151176284	-	6299	10	4	3	17	10	13	4	17	8
VPS72	chr1	151176304	151195321	-	19018	2046	2182	2537	2210	2209	2423	2127	2062	2839
PIP5K1A	chr1	151197949	151249536	+	51588	3279	3443	3727	3288	3221	3598	3749	4056	4711
PSMD4	chr1	151254709	151267479	+	12771	4783	5157	5250	4515	5116	5567	5890	6035	6993
ZNF687-AS1	chr1	151279678	151282000	-	2323	41	37	20	12	28	32	19	24	15
ZNF687	chr1	151281618	151292176	+	10559	1675	1591	2073	1511	1492	1744	1523	1762	1889
PI4KB	chr1	151291797	151327715	-	35919	847	1004	972	893	997	912	1243	1355	1499
RN7SL444P	chr1	151300665	151300964	-	300	0	0	0	0	0	0	0	0	0
ENSG00000273481	chr1	151327949	151328429	+	481	0	0	0	0	0	0	0	0	0
RFX5	chr1	151340640	151347326	-	6687	1436	1465	1541	1492	1418	1403	1300	1397	1764
ENSG00000224645	chr1	151340648	151341966	+	1319	8	4	4	3	6	6	4	3	5
RFX5-AS1	chr1	151346938	151348027	+	1090	67	53	39	30	50	52	86	46	74
SELENBP1	chr1	151364304	151372707	-	8404	388	408	343	349	379	463	374	437	422
PSMB4	chr1	151399560	151401937	+	2378	5826	6188	6402	5511	5990	6997	6793	6990	8361
POGZ	chr1	151402724	151459494	-	56771	3425	3311	3625	3428	3257	3407	2995	2728	4032
RNY4P25	chr1	151439000	151439095	+	96	0	0	0	0	0	0	0	0	0
CGN	chr1	151510510	151538692	+	28183	2057	2153	3555	2047	2575	2187	2407	2699	3662
ENSG00000252840	chr1	151527831	151527938	-	108	0	0	0	0	0	0	0	0	0
TUFT1	chr1	151540305	151583583	+	43279	453	506	410	509	536	500	558	518	578
ENSG00000232536	chr1	151540516	151561855	+	21340	0	0	0	0	0	0	0	0	0
MIR554	chr1	151545796	151545891	+	96	0	0	0	0	0	0	0	0	0
ENSG00000223861	chr1	151557446	151557940	+	495	0	0	0	0	0	0	0	0	0
SNX27	chr1	151612006	151699091	+	87086	1817	2071	2592	2156	2192	2244	2011	1966	2997
ENSG00000250734	chr1	151612038	151613363	-	1326	1	1	2	0	2	3	1	2	5
RNU6-1062P	chr1	151629324	151629430	+	107	0	0	0	0	0	0	0	0	0
CELF3	chr1	151700058	151716803	-	16746	10	9	7	1	5	4	2	6	10
ENSG00000227045	chr1	151701026	151708386	+	7361	2	0	7	3	1	4	0	0	5
RIIAD1	chr1	151710433	151729805	+	19373	2	5	4	4	0	3	2	0	3
RNU6-662P	chr1	151747597	151747700	-	104	0	0	0	0	0	0	0	0	0
ENSG00000269621	chr1	151755541	151759911	+	4371	7	2	5	9	2	5	1	11	3
ENSG00000236940	chr1	151757659	151758442	+	784	0	0	0	0	0	0	0	0	0
MRPL9	chr1	151759647	151763496	-	3850	1948	1937	2046	1910	1938	2069	2137	2003	2479
OAZ3	chr1	151762899	151771334	+	8436	35	35	38	22	27	23	33	62	42
ENSG00000249602	chr1	151763384	151769501	-	6118	48	44	51	74	71	48	42	63	51
ENSG00000232937	chr1	151765709	151766389	+	681	0	0	0	0	0	0	0	0	0
ENSG00000268288	chr1	151766486	151767000	-	515	0	0	0	0	0	0	0	0	0
TDRKH	chr1	151770107	151791416	-	21310	1300	1163	1336	1168	961	1100	839	885	1336
TDRKH-AS1	chr1	151790804	151794403	+	3600	43	30	32	39	25	41	15	12	32
ENSG00000269489	chr1	151798054	151798602	+	549	0	0	1	1	0	0	0	0	1
LINGO4	chr1	151800264	151805419	-	5156	0	0	0	0	0	0	0	0	0
RORC	chr1	151806071	151831845	-	25775	11	16	2	7	6	5	8	9	14
C2CD4D	chr1	151837818	151840557	-	2740	4	3	4	11	6	4	6	8	7
C2CD4D-AS1	chr1	151841877	151850385	+	8509	159	159	134	150	146	126	114	133	151
THEM5	chr1	151847101	151853712	-	6612	8	2	7	0	7	3	2	5	2
THEM4	chr1	151870866	151909637	-	38772	344	381	285	336	464	355	459	492	539
ENSG00000285651	chr1	151885251	151899333	+	14083	1	1	6	7	4	2	2	5	2
ENSG00000286581	chr1	151944890	151953985	+	9096	0	0	1	0	0	0	0	0	0
KRT8P28	chr1	151949523	151950912	-	1390	0	0	0	0	0	0	0	0	0
S100A10	chr1	151982915	151993859	-	10945	1471	1340	2736	992	1043	1300	1051	1283	1467
ENSG00000229021	chr1	151994531	152042774	+	48244	81	47	24	72	48	53	65	65	55
NBPF18P	chr1	152018662	152022508	+	3847	0	0	0	0	0	0	0	0	0
S100A11	chr1	152032506	152047907	-	15402	2272	2024	1131	2102	1970	2423	2242	2645	2162
SPTLC1P4	chr1	152077952	152078211	+	260	0	0	0	0	0	0	0	0	0
ENSG00000285818	chr1	152079557	152080903	-	1347	0	0	0	0	0	0	0	0	0
TCHHL1	chr1	152084141	152089064	-	4924	0	0	0	0	0	0	0	0	0
TCHH	chr1	152106317	152115444	-	9128	0	0	0	0	0	0	1	0	1
ENSG00000226716	chr1	152122534	152125065	+	2532	0	0	0	0	0	0	0	0	0
PUDPP2	chr1	152124016	152196699	-	72684	0	0	0	0	0	0	0	0	0
RPTN	chr1	152153595	152159228	-	5634	0	0	0	0	0	0	0	0	0
FLG-AS1	chr1	152168125	152445456	+	277332	0	3	0	19	13	17	9	0	0
CCDST	chr1	152205858	152207057	+	1200	0	0	0	0	0	0	0	0	0
HRNR	chr1	152212076	152224193	-	12118	0	0	0	0	0	0	0	0	0
FLG	chr1	152302165	152325239	-	23075	0	0	0	0	0	0	0	0	0
FLG2	chr1	152348735	152360006	-	11272	0	0	0	0	0	0	0	0	0
HMGN3P1	chr1	152399577	152399769	+	193	0	0	0	0	0	0	0	0	0
CRNN	chr1	152409243	152414263	-	5021	0	0	0	23	11	17	14	0	0
LCE5A	chr1	152510803	152512177	+	1375	0	0	0	0	0	0	0	0	0
CRCT1	chr1	152514482	152516008	+	1527	0	0	0	2	0	2	0	0	0
LCE3E	chr1	152565654	152566780	-	1127	0	0	0	0	0	1	0	0	0
LCE3D	chr1	152579381	152580516	-	1136	0	0	0	0	0	1	1	0	0
LCE3C	chr1	152600234	152601086	+	853	0	0	0	0	0	0	0	0	0
LCE3B	chr1	152613811	152614098	+	288	0	0	0	0	0	0	0	0	0
LCE3A	chr1	152622834	152623103	-	270	0	0	0	0	0	0	0	0	0
LCEP4	chr1	152644393	152644717	-	325	0	0	0	0	0	0	0	0	0
LCEP3	chr1	152656332	152656501	+	170	0	0	0	0	0	0	0	0	0
LCE2D	chr1	152663380	152664659	+	1280	0	0	0	0	0	0	0	0	0
LCE2C	chr1	152675279	152676569	+	1291	0	0	0	0	0	0	0	0	0
LCE2B	chr1	152686123	152687397	+	1275	0	0	0	0	0	0	0	0	0
LCE2A	chr1	152698345	152699442	+	1098	0	0	0	0	0	0	0	0	0
LCE4A	chr1	152708160	152709434	+	1275	0	0	0	0	0	0	0	0	0
C1orf68	chr1	152719522	152720470	+	949	0	0	0	0	0	0	0	0	0
LCEP2	chr1	152737518	152737868	+	351	0	0	0	0	0	0	0	0	0
LCEP1	chr1	152744299	152744606	+	308	0	0	0	0	0	0	0	0	0
KPRP	chr1	152758025	152762056	+	4032	0	0	0	0	0	0	0	0	0
LCE1F	chr1	152775140	152777024	+	1885	0	0	0	0	0	0	0	0	0
LCE1E	chr1	152786214	152788426	+	2213	0	0	0	0	0	0	0	0	0
LCE1D	chr1	152796721	152798181	+	1461	0	0	0	0	0	0	0	0	0
LCE1C	chr1	152804832	152806651	-	1820	0	0	0	0	0	0	0	0	0
LCE1B	chr1	152811971	152813108	+	1138	0	0	0	0	0	0	0	0	0
LCE1A	chr1	152827473	152828097	+	625	0	0	0	0	0	0	0	0	0
LCE6A	chr1	152842856	152843983	+	1128	0	0	0	0	0	0	0	0	0
LCE7A	chr1	152859996	152861252	+	1257	0	0	0	0	0	0	0	0	0
SMCP	chr1	152878322	152885047	+	6726	0	0	0	0	0	0	0	0	0
ENSG00000289062	chr1	152897800	152913134	-	15335	0	0	0	1	1	0	0	0	0
IVL	chr1	152908546	152911886	+	3341	0	0	0	0	0	1	0	0	0
LINC01527	chr1	152930040	152949210	-	19171	0	0	0	0	0	0	0	0	0
SPRR5	chr1	152947206	152949255	+	2050	0	0	0	0	0	0	0	0	0
SPRR4	chr1	152970648	152972574	+	1927	0	0	0	0	0	0	0	0	0
SPRR1A	chr1	152984081	152985814	+	1734	0	0	0	5	4	6	5	0	0
SPRR3	chr1	153001747	153003856	+	2110	0	0	0	23	17	40	32	0	0
ENSG00000252920	chr1	153012482	153012614	-	133	0	0	0	0	0	0	0	0	0
ENSG00000234262	chr1	153023962	153024260	+	299	0	0	0	0	0	0	0	0	0
SPRR1B	chr1	153031203	153032900	+	1698	3	0	2	11	3	6	8	0	0
SPRR2D	chr1	153039732	153041931	-	2200	0	0	0	2	2	5	0	0	0
SPRR2A	chr1	153056120	153057512	-	1393	0	0	0	5	6	6	8	1	0
SPRR2B	chr1	153070226	153071611	-	1386	0	0	0	0	0	0	0	0	0
SPRR2E	chr1	153093135	153106184	-	13050	0	0	0	1	5	7	3	0	0
SPRR2F	chr1	153112121	153113516	-	1396	3	2	2	6	3	2	2	4	2
SPRR2C	chr1	153140491	153140709	-	219	0	0	0	3	0	1	0	0	0
SPRR2G	chr1	153149582	153150890	-	1309	0	0	0	1	0	0	0	0	0
ENSG00000229699	chr1	153174518	153191676	+	17159	0	0	0	0	0	0	0	0	0
LELP1	chr1	153203430	153205120	+	1691	0	0	0	0	0	0	0	0	0
PRR9	chr1	153217584	153219310	+	1727	0	0	0	0	0	0	0	0	0
RPLP0P4	chr1	153225080	153226006	+	927	0	0	0	0	0	0	0	0	0
LORICRIN	chr1	153259687	153262124	+	2438	0	0	0	0	0	0	0	0	0
PGLYRP3	chr1	153297116	153312952	-	15837	0	0	0	1	0	0	0	0	0
PGLYRP4	chr1	153330120	153348841	-	18722	0	0	0	0	2	0	0	0	0
RNU6-160P	chr1	153331622	153331728	+	107	0	0	0	0	0	0	0	0	0
S100A9	chr1	153357854	153361023	+	3170	0	0	0	24	18	28	30	0	0
S100A12	chr1	153373711	153375621	-	1911	0	0	0	0	0	0	0	0	0
LAPTM4BP1	chr1	153379821	153380799	-	979	0	0	0	0	0	1	0	0	0
S100A8	chr1	153390032	153391073	-	1042	0	0	0	22	17	26	36	0	0
S100A15A	chr1	153396591	153396771	-	181	0	0	0	0	0	0	0	0	0
S100A7A	chr1	153416520	153423222	+	6703	0	0	0	0	0	0	0	0	0
S100A7P1	chr1	153427020	153428401	-	1382	0	0	0	0	0	0	0	0	0
S100A7L2	chr1	153437058	153438329	-	1272	0	0	0	0	0	0	0	0	0
S100A7	chr1	153457744	153460651	-	2908	0	0	0	2	3	5	1	0	0
RN7SL44P	chr1	153500463	153500764	-	302	0	0	0	0	0	0	0	0	0
ENSG00000238279	chr1	153533430	153535129	+	1700	10	14	6	8	6	13	12	4	2
S100A6	chr1	153534599	153536244	-	1646	206	209	188	275	234	246	196	222	273
S100A5	chr1	153537147	153541765	-	4619	0	0	1	2	0	1	0	0	1
S100A4	chr1	153543613	153550136	-	6524	195	224	97	150	176	275	158	211	228
S100A3	chr1	153547329	153549258	-	1930	0	0	0	0	0	0	0	0	0
S100A2	chr1	153561108	153567890	-	6783	5	7	3	3	5	3	5	8	5
ENSG00000285867	chr1	153586813	153606283	-	19471	11	17	3	7	14	12	11	8	21
S100A16	chr1	153606886	153613145	-	6260	337	331	104	328	291	396	270	341	376
S100A14	chr1	153614255	153616986	-	2732	23	19	7	15	25	21	13	23	17
S100A13	chr1	153618787	153631360	-	12574	581	517	479	427	413	516	444	466	526
ENSG00000271853	chr1	153626332	153634340	-	8009	7	3	3	4	7	4	14	12	21
S100A1	chr1	153627926	153632039	+	4114	15	11	5	12	12	15	11	8	9
ENSG00000272030	chr1	153631438	153634397	-	2960	5	12	9	11	5	5	11	13	12
CHTOP	chr1	153633982	153646306	+	12325	3447	3685	3782	3542	3679	3780	4341	4901	4615
SNAPIN	chr1	153658703	153661852	+	3150	465	465	507	377	421	574	571	515	561
ILF2	chr1	153661788	153671028	-	9241	14198	15389	16628	13399	14382	15783	17576	17476	20107
NPR1	chr1	153678688	153693992	+	15305	397	440	343	331	432	424	438	401	513
MIR8083	chr1	153689705	153689793	-	89	0	0	0	0	0	0	0	0	0
RN7SL372P	chr1	153704088	153704385	+	298	0	0	0	0	0	0	0	0	0
GEMIN2P1	chr1	153717303	153718347	-	1045	0	0	0	0	0	0	0	0	0
INTS3	chr1	153728050	153774808	+	46759	1823	2209	1904	1593	2259	2010	3568	4244	2966
ENSG00000243613	chr1	153746851	153751227	-	4377	4	12	5	3	16	9	17	18	23
ENSG00000233222	chr1	153750983	153752176	-	1194	0	0	0	0	1	2	2	0	1
SLC27A3	chr1	153774354	153780157	+	5804	368	383	600	310	360	415	388	392	573
GATAD2B	chr1	153789030	153923360	-	134331	1222	1270	1301	1272	1126	1214	895	1005	1469
ENSG00000291199	chr1	153793937	153796302	+	2366	2	0	0	0	1	1	0	0	0
ENSG00000231827	chr1	153795173	153802091	+	6919	1	1	0	0	0	0	0	1	0
ENSG00000223599	chr1	153852106	153853414	-	1309	0	0	0	0	0	0	0	0	0
ENSG00000236327	chr1	153890595	153890865	+	271	0	0	0	0	0	0	0	0	0
ENSG00000284738	chr1	153923284	153935245	+	11962	37	28	12	13	21	28	20	23	26
DENND4B	chr1	153929501	153946718	-	17218	1030	1029	1185	1067	1320	1226	880	1033	1126
ENSG00000289935	chr1	153945551	153946000	-	450	0	0	0	0	0	0	0	0	0
CRTC2	chr1	153947669	153958615	-	10947	249	256	212	294	301	255	274	292	349
SLC39A1	chr1	153959099	153968184	-	9086	60	61	67	69	57	67	74	60	113
ENSG00000285779	chr1	153959151	153975887	-	16737	11	27	21	17	18	25	25	14	28
MIR6737	chr1	153962351	153962420	-	70	0	0	0	0	0	0	0	0	0
ENSG00000282386	chr1	153964361	153965070	+	710	11	32	21	24	19	24	20	10	41
ENSG00000273026	chr1	153966516	153966930	+	415	12	13	12	5	19	16	10	9	18
CREB3L4	chr1	153967534	153974361	+	6828	527	525	837	351	458	598	472	501	572
JTB	chr1	153974269	153977674	-	3406	246	347	439	337	355	348	337	393	512
ENSG00000285641	chr1	153975850	153986246	-	10397	13	13	26	17	3	9	17	26	22
JTB-DT	chr1	153977727	153979160	+	1434	13	18	26	18	14	30	18	9	14
RAB13	chr1	153981617	153986358	-	4742	162	153	223	120	180	163	221	193	206
RPS27	chr1	153990762	153992155	+	1394	13056	13059	16055	12032	11486	14142	12294	12720	15726
NUP210L	chr1	153992690	154155116	-	162427	0	1	1	4	1	0	4	2	0
ENSG00000231416	chr1	153995632	153995960	+	329	2	2	0	1	3	2	1	3	0
RNU6-179P	chr1	154039916	154040022	-	107	0	0	0	0	0	0	0	0	0
RPS7P2	chr1	154078866	154079963	+	1098	0	0	0	0	0	0	0	0	0
MIR5698	chr1	154104521	154104592	-	72	0	0	0	0	0	0	0	0	0
TPM3	chr1	154155308	154194648	-	39341	21121	23350	24231	20568	22418	24177	25752	25451	31028
RN7SL431P	chr1	154166245	154166549	-	305	0	0	0	0	0	0	0	0	0
MIR190B	chr1	154193665	154193743	-	79	0	0	0	0	0	0	0	0	0
CFAP141	chr1	154199085	154206333	-	7249	0	1	0	0	0	0	0	4	0
C1orf43	chr1	154206696	154220637	-	13942	4191	4251	5622	3773	3106	4167	2833	2987	4310
UBAP2L	chr1	154220179	154271510	+	51332	7524	8280	8059	7668	8078	8408	10063	9790	11491
SNORA58B	chr1	154259727	154259862	+	136	0	0	0	0	0	0	0	0	0
HAX1	chr1	154272355	154275875	+	3521	1582	1632	1742	1790	1739	1882	1968	2255	2188
ENSG00000252682	chr1	154288460	154288527	+	68	0	0	0	0	0	0	0	0	0
RNU6-239P	chr1	154295503	154295601	+	99	0	0	0	0	0	0	0	0	0
RNU6-121P	chr1	154297650	154297748	+	99	0	0	0	0	0	0	0	0	0
ENSG00000278694	chr1	154312462	154313084	+	623	0	0	0	0	0	0	0	0	0
AQP10	chr1	154321090	154325325	+	4236	0	0	0	0	0	0	0	0	0
ATP8B2	chr1	154325525	154351304	+	25780	1561	1773	1622	1701	1945	1772	1452	1397	2623
RNU7-57P	chr1	154338743	154338802	+	60	0	0	0	0	0	0	0	0	0
ENSG00000237920	chr1	154376966	154379273	-	2308	0	2	1	1	1	1	1	1	2
